sentencePrep,label
"messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom
",0
"you best watch what you say cause i get drunk as a motherfucker
",0
"you are chosen to receive a £350 award pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer
",1
"nice waitshould you be texting right now im not gonna pay your ticket ya know
",0
"and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do its not that you dont know why im upsetits that you dont listen when i tell you what is going to upset me then you want to be surprised when im mad
",0
"you in your room i need a few
",0
"abeg make profit but its a start are you using it to get sponsors for the next event
",0
"urgent call 09066612661 from landline your complementary 4 tenerife holiday or £10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer
",1
"get ready for  ltgt  inches of pleasure
",0
"sorry no have got few things to do may be in pub later
",0
"neither in sterm voice  im studying all fine with me not sure the  thing will be resolved tho anyway have a fab hols
",0
"i was about to do it when i texted i finished a long time ago and showered and erything
",0
"i think if he rule tamilnaduthen its very tough for our people
",0
"tell me whos this pls
",0
"sounds good keep me posted
",0
"ok
",0
"not planned yet going to join company on jan 5 onlydon know what will happen after that
",0
"tyler getting an 8th has to leave not long after 9 can you get here in like an hour
",0
"arr birthday today i wish him to get more oscar
",0
"great i shoot big loads so get ready
",0
"response is one of d powerful weapon 2 occupy a place in others heart so always give response 2 who cares 4 u gud nightswt dreamstake care
",0
"did i forget to tell you  i want you  i need you i crave you  but most of all  i love you my sweet arabian steed  mmmmmm  yummy
",0
"cheers for the message zogtorius ive been staring at my phone for an age deciding whether to text or not
",0
"forwarded from 21870000hi  this is your mailbox messaging sms alert you have 4 messages you have 21 matches please call back on 09056242159 to retrieve your messages and matches
",1
"y she dun believe leh i tot i told her its true already i thk she muz c us tog then she believe
",0
"then you are eldest know
",0
"u still painting ur wall
",0
"we confirm eating at esplanade
",0
"i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too
",0
"i agree so i can stop thinkin about ipad can you please ask macho the same question
",0
"love you aathilove u lot
",0
"maybe you should find something else to do instead
",0
"are there ta jobs available let me know please cos i really need to start working
",0
"how about clothes jewelry and trips
",0
"dude ive been seeing a lotta corvettes lately
",0
"i dont thnk its a wrong calling between us
",0
"have you bookedthe hut and also your time off how are you by the way
",0
"oh you got many responsibilities
",0
"hey do u fancy meetin me at 4 at cha  hav a lil beverage on me if not txt or ring me and we can meet up l8r quite tired got in at 3 vpist  love pete x x x
",0
"buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2coukgames 4 terms  settings no purchase
",1
"congratulations thanks to a good friend u have won the £2000 xmas prize 2 claim is easy just call 08718726978 now only 10p per minute btnationalrate
",1
"having lunchyou are not in onlinewhy
",0
"call to the number which is available in appointment and ask to connect the call to waheed fathima
",0
"hows it feel mr your not my real valentine just my yo valentine even tho u hardly play
",0
"by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies
",0
"kkapo kgood movie
",0
"free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk txt vpod to 81303 tscs wwwtextpodnet custcare 08712405020
",1
"heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
",0
"you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later
",0
"well keep in mind ive only got enough gas for one more round trip barring a sudden influx of cash
",0
"hi this is roger from cl how are you
",0
"anything
",0
"noi got rumour that you going to buy apartment in chennai
",0
"sure if i get an acknowledgement from you that its astoundingly tactless and generally faggy to demand a blood oath fo
",0
"just normal only here 
",0
"well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now optout txt eng stop box39822 w111wx £150
",1
"i thought slide is enough
",0
"it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance
",0
"are you still getting the goods
",0
"damn can you make it tonight or do you want to just wait til tomorrow
",0
"aight lemme know whats up
",0
"fine am simply sitting
",0
"they just talking thats it de they wont any other
",0
"forgot it takes me 3 years to shower sorry where you atyour phone dead yet
",0
"merry christmas to you too babe i love ya kisses
",0
"thank you winner notified by sms good luck no future marketing reply stop to 84122 customer services 08450542832
",1
"sorry i cant text amp drive coherently see you in twenty
",0
"nt yet chikkusimple habbahw abt u
",0
"ü bot notes oredi cos i juz rem i got
",0
"you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline 09064017305 pobox75ldns7 
",1
"is your hamster dead hey so tmr i meet you at 1pm orchard mrt 
",0
"sorry completely forgot  will pop em round this week if your still here
",0
"jay told me already will do
",0
"ur balance is now £600 next question complete the landmark big a bob b barry or c ben  text a b or c to 83738 good luck
",1
"the 2 oz guy is being kinda flaky but one friend is interested in picking up  ltgt  worth tonight if possible
",0
"thanks for your ringtone order reference number x49your mobile will be charged 450 should your tone not arrive please call customer services 09065989182
",1
"how come u got nothing to do
",0
"hmph go head big baller
",0
"asked 3mobile if 0870 chatlines inclu in free mins india cust servs sed yes l8er got mega bill 3 dont giv a shit bailiff due in days i o £250 3 want £800
",1
"i want to be there so i can kiss you and feel you next to me
",0
"yo sorry was in the shower sup
",0
"call me when u finish then i come n pick u
",0
"until 545 lor ya can go 4 dinner together
",0
"leave it de start prepare for next
",0
"ok lor then we go tog lor
",0
"sian aft meeting supervisor got work 2 do liao u working now
",0
"i cant pick the phone right now pls send a message
",0
"den only weekdays got special price haiz cant eat liao cut nails oso muz wait until i finish drivin wat lunch still muz eat wat 
",0
"hi dear we saw dear we both are happy where you my battery is low
",0
"six chances to win cash from 100 to 20000 pounds txt csh11 and send to 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
",1
"xmas  new years eve tickets are now on sale from the club during the day from 10am till 8pm and on thurs fri  sat night this week theyre selling fast
",1
"hows my favourite person today r u workin hard couldnt sleep again last nite nearly rang u at 430
",0
"hello my love how goes that day  i wish your well and fine babe and hope that you find some job prospects i miss you boytoy  a teasing kiss
",0
"sir send to group mail check it
",0
"already one guy loving you
",0
"are you angry with me what happen dear
",0
"nice talking to you please dont forget my pix  i want to see all of you
",0
"the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p
",0
"and hows your husband
",0
"peteis this your phone still its jenny from college and leannewhat are you up to now
",0
"ok
",0
"call me i am senthil from hsbc
",0
"oh right ok ill make sure that i do loads of work during the day  got a really nasty cough today and is dry n shot so that should really help it
",0
"when should i come over
",0
"freemsg hey  im buffy 25 and love to satisfy men home alone feeling randy reply 2 c my pix qlynnbv help08700621170150p a msg send stop to stop txts
",1
"u wake up already wat u doing u picking us up later rite im taking sq825 reaching ard 7 smth 8 like dat u can check e arrival time c ya soon
",0
"forwarded from 448712404000please call 08712404000 immediately as there is an urgent message waiting for you
",1
"are you this much buzy
",0
"uh heads up we dont have that much left
",0
"no way im going back there
",0
"todays vodafone numbers ending with 4882 are selected to a receive a £350 award if your number matches call 09064019014 to receive your £350 award
",1
"oh ho is this the first time u use these type of words
",0
"urgent call 09061749602 from landline your complimentary 4 tenerife holiday or £10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18
",1
"kkwhere are youhow did you performed
",0
"if i get there before you after your ten billion calls and texts so help me god
",0
"raviyog peripherals bhayandar east
",0
"pdatenow  double mins and 1000 txts on orange tariffs latest motorola sonyericsson  nokia  bluetooth free call mobileupd8 on 08000839402 or call2optoutyhl
",1
"orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones  pics on wap to stop receiving these tips reply stop
",1
"sure whenever you show the fuck up gt
",0
"horrible bf i now v hungry
",0
"lmao you know me so well
",0
"u really pig leh sleep so much my dad wake me up at 10 smth 2 eat lunch today
",0
"how many licks does it take to get to the center of a tootsie pop
",0
"me i dont know again oh
",0
"urgent important information for 02 user today is your lucky day 2 find out why  log onto httpwwwurawinnercom there is a fantastic surprise awaiting you 
",1
"yeah hopefully if tyler cant do it i could maybe ask around a bit
",0
"someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu
",1
"private your 2003 account statement for shows 800 unredeemed sim points call 08718738001 identifier code 49557 expires 261104
",1
"arun can u transfr me d amt
",0
"hi im sue i am 20 years old and work as a lapdancer i love sex text me live  im i my bedroom now text sue to 89555 by textoperator g2 1da 150ppmsg 18
",1
"dont pick up d call when something important is there to tell hrishi
",0
"at what time should i come tomorrow
",0
"will do have a good day
",0
"do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 08000930705
",1
"as if i wasnt having enough trouble sleeping
",0
"im in class will holla later
",0
"he also knows about lunch menu only da  i know
",0
"good morning plz call me sir
",0
"then u going ikea str aft dat
",0
"pls dont restrict her from eating anythin she likes for the next two days
",0
"almost there see u in a sec
",0
"oh god i am happy to see your message after 3 days
",0
"only saturday and sunday holiday so its very difficult
",0
"welcome please reply with your age and gender to begin eg 24m
",1
"your bill at 3 is £3365 so thats not bad
",0
"hi mobile no  ltgt  has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom
",0
"its ok if anybody asks abt me u tel themp
",0
"sounds great im going to sleep now have a good night
",0
"oic cos me n my sis got no lunch today my dad went out so dunno whether 2 eat in sch or wat
",0
"shall i come to get pickle
",0
"please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle 
",0
"kkwhat are detail you want to transferacc no enough
",0
"hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx
",0
"photoshop makes my computer shut down
",0
"hey im bored so im thinking of u so wat r u doing
",0
"ok lor anyway i thk we cant get tickets now cos like quite late already u wan 2 go look 4 ur frens a not darren is wif them now
",0
"do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow
",1
"sir i need velusamy sirs date of birth and company bank facilities details
",0
"ok not much to do here though hm friday cant wait dunno wot the hell im gonna do for another 3 weeks become a slob oh wait already done that 
",0
"i want to go to perumbavoor
",0
"nonenowhere ikno doesdiscountshitinnit
",0
"dear take care i am just reaching homelove u a lot
",0
"wish i were with you now
",0
"ambrithmaduraimet u in arun dha marrgeremembr
",0
"where are the garage keys they arent on the bookshelf
",0
"hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call
",1
"aight see you in a bit
",0
"thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha
",0
"gimme a few was  ltgt  minutes ago
",0
"ok
",0
"dear reached railway what happen to you
",0
"hey i missed you tm of last night as my phone was on the charge  smiles  i am meeting a friend shortly
",0
"adult 18 content your video will be with you shortly
",1
"good evening sir al salam wahleykkumsharing a happy newsby the grace of god i got an offer from tayseertissco and i joinedhope you are fineinshah allahmeet you sometimerakheshvisitor from india
",0
"santa calling would your little ones like a call from santa xmas eve call 09077818151 to book you time calls150ppm last 3mins 30s tc wwwsantacallingcom
",1
"what time should i tell my friend to be around
",0
"a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend
",0
"den wat will e schedule b lk on sun
",0
"i have 2 sleeping bags 1 blanket and paper and  phone details anything else
",0
"ugh just got outta class
",0
"but am going to college pa what to do are else ill come there it self pa
",0
"can a not
",0
"o well uv causes mutations sunscreen is like essential thesedays
",0
"okay lor wah like that def they wont let us go haha what did they say in the terms and conditions
",0
"just sleepingand surfing
",0
"yeah we do totes when u wanna
",0
"minimum walk is 3miles a day
",0
"yes baby i need to stretch open your pussy
",0
"whats happening with you have you gotten a job and have you begun registration for permanent residency
",0
"k ill be sure to get up before noon and see whats what
",0
"wot u up 2 j
",0
"fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx ps this is my dads fone no credit
",0
"his frens go then he in lor not alone wif my mum n sis lor
",0
"please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed £1000 cash or £5000 prize
",1
"urgent please call 09061743811 from landline your abta complimentary 4 tenerife holiday or £5000 cash await collection sae tcs box 326 cw25wx 150ppm
",1
"dunno dats wat he told me ok lor
",0
"hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
",1
"dad says hurry the hell up
",0
"dear will call tmorrowpls accomodate
",0
"kkits goodwhen are you going
",0
"get the door im here
",0
"im really sorry i wont b able 2 do this fridayhope u can find an alternativehope yr terms going ok
",0
"havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic
",0
"sms auction  a brand new nokia 7250 is up 4 auction today auction is free 2 join  take part txt nokia to 86021 now
",1
"win a £1000 cash prize or a prize worth £5000
",1
"i‘m going to try for 2 months ha ha only joking
",0
"what happen to her tell the truth
",0
"oh mr sheffield you wanna play that game okay youre the boss and im the nanny you give me a raise and ill give you one
",0
"i know she called me
",0
"yes i have so thats why u texted pshewmissing you so much
",0
"oh kay on sat right
",0
"urgent your mobile number has been awarded a ukp2000 prize guaranteed call 09061790125 from landline claim 3030 valid 12hrs only 150ppm
",1
"oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz
",0
"ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it
",0
"sorry im not free
",0
"just sleepingand surfing
",0
"how long before you get reply just defer admission til next semester
",0
"i wont get concentration dear you know you are my mind and everything 
",0
"thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable
",0
"those ducking chinchillas
",0
"i get out of class in bsn in like  ltgt  minutes you know where advising is
",0
"hey  i want you  i crave you  i miss you  i need you  i love you ahmad saeed al hallaq 
",0
"what todaysundaysunday is holidayso no work
",0
"is that on the telly no its brdget jones
",0
"it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep
",0
"alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after collegexx
",0
"what is important is that you prevent dehydration by giving her enough fluids
",0
"call me i m unable to cal lets meet bhaskar and deep
",0
"was the actual exam harder than nbme
",0
"baaaaaaaabe wake up  i miss you  i crave you i need you
",0
"well balls time to make calls
",0
"what time do u get out
",0
"well am officially in a philosophical hole so if u wanna call am at home ready to be saved
",0
"you have won a guaranteed £1000 cash or a £2000 prizeto claim yr prize call our customer service representative on
",1
"yes please leave at  ltgt  so that at  ltgt  we can leave
",0
"i thank you so much for all you do with selflessness i love you plenty
",0
"cause im not freaky lol
",0
"staffsciencenusedusgphyhcmkteachingpc1323
",0
"yup im still having coffee wif my frens my fren drove shell give me a lift
",0
"yo you around just got my car back
",0
"was it something u ate
",0
"text82228 get more ringtones logos and games from wwwtxt82228com questions infotxt82228couk
",1
"its  ltgt k here oh should i send home for sale
",0
"at home also
",0
"i wont touch you with out your permission
",0
"noice text me when youre here
",0
"in sch but neva mind u eat 1st lor
",0
"need a coffee run tomocant believe its that time of week already
",0
"i dont think so you dont need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday
",0
"so wats ur opinion abt him and how abt is character
",0
"a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8
",0
"change again its e one next to escalator
",0
"mum say we wan to go then go then she can shun bian watch da glass exhibition 
",0
"faith makes things possiblehope makes things worklove makes things beautifulmay you have all three this christmasmerry christmas
",0
"black shirt n blue jeans i thk i c ü
",0
"sorry i cant help you on this
",0
"and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you  grins
",0
"lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea
",0
"thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model
",0
"where is that one day training
",0
"then we gotta do it after that
",0
"hi dis is yijue i would be happy to work wif ü all for gek1510
",0
"ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 po box 11414 tcrw1
",1
"mmmmmm  i love youso much ahmad  i cant wait for this year to begin as every second takes me closer to being at your side happy new year my love
",0
"hmm well night night 
",0
"sounds like there could be a lot of time spent in that chastity device boy  grins  or take your beatings like a good dog going to lounge in a nice long bath now 
",0
"i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon
",0
"fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose
",0
"i think its all still in my car
",0
"that way transport is less problematic than on sat night by the way if u want to ask  n  to join my bday feel free but need to know definite nos as booking on fri 
",0
"double eviction this week  spiral and michael and good riddance to them
",0
"goldviking 29m is inviting you to be his friend reply yes762 or no762 see him wwwsmsacugoldviking stop send stop frnd to 62468
",1
"omg i want to scream i weighed myself and i lost more weight woohoo
",0
"sorry ill call later
",0
"you still coming tonight
",0
"private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires
",1
"hicts employee how are you
",0
"dear got train and seat mine lower seat
",0
"so what u doing today
",0
"storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person bt not his girlfrnd g o o d n i g h t   
",0
"yes just finished watching days of our lives i love it
",0
"i dun thk ill quit yet hmmm can go jazz  yogasana oso can we can go meet em after our lessons den 
",0
"whens your radio show
",0
"sir waiting for your mail
",0
"i just really need shit before tomorrow and i know you wont be awake before like 6
",0
"dude im no longer a pisces im an aquarius now
",0
"r u sure theyll understand that wine  good idea just had a slurp
",0
"ive sent ü my part
",0
"sorry that took so long omw now
",0
"i wanted to ask ü to wait 4 me to finish lect cos my lect finishes in an hour anyway
",0
"lol i would but despite these cramps i like being a girl
",0
"i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night
",0
"ü called dad oredi
",0
"guess he wants alone time we could just show up and watch when they do
",0
"wat r u doing now
",0
"i am 6 ft we will be a good combination
",0
"we stopped to get ice cream and will go back after
",0
"… anyway many good evenings to u s
",0
"lol yes our friendship is hanging on a thread cause u wont buy stuff
",0
"mm that time you dont like fun
",0
"ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it
",0
"are you this much buzy
",0
"i‘m parked next to a mini when are you coming in today do you think
",0
"hey happy birthday
",0
"yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready
",0
"be sure to check your yahoo email we sent photos yesterday
",0
"hi frnd which is best way to avoid missunderstding wit our beloved ones
",0
"hope things went well at doctors  reminds me i still need 2godid u c d little thing i left in the lounge
",0
"wif my family booking tour package
",0
"havent mus ask if u can 1st wat of meet 4 lunch den u n him meet can already lor or u wan 2 go ask da ge 1st then confirm w me asap
",0
"life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself
",0
"wait  ltgt  min
",0
"am going to take bath ill place the key in window
",0
"i just got home babe are you still awake 
",0
"as in i want custom officer discount oh
",0
"going to take your babe out 
",0
"just checking in on you really do miss seeing jeremiah do have a great month
",0
"you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php rg21 4jx
",1
"am up to my eyes in philosophy
",0
"hello thanx for taking that call i got a job starts on monday
",0
"the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n8
",0
"alright babe justthought id sayhey how u doinnearly the endof me wk offdam nevamindwe will have 2hook up sn if uwant m8 lovejen x
",0
"send to someone else 
",0
"ive not sent it he can send me
",0
"what happen dear why you silent i am tensed
",0
"urgent your 4 costa del sol holiday or £5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost£150pm max10mins
",1
"eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office
",0
"win a year supply of cds 4 a store of ur choice worth £500  enter our £100 weekly draw txt music to 87066 tscs wwwldewcomsubs161win150ppmx3
",1
"havent found a way to get another app for your phone eh  will you go to the net cafe  did you take that job geeee i need you babe i crave to see you 
",0
"no plans yet what are you doing 
",0
"so u gonna get deus ex
",0
"as per your request maangalyam alaipayuthe has been set as your callertune for all callers press 9 to copy your friends callertune
",0
"great to hear you are settling well so whats happenin wit ola
",0
"free message activate your 500 free text messages by replying to this message with the word free for terms  conditions visit www07781482378com
",1
"give me a sec to think think about it
",0
"our prashanthettans mother passed away last night pray for her and family
",0
"delhi and chennai still silent
",0
"ill probably be by tomorrow or even later tonight if somethings going on
",0
"she went to attend another two rounds todaybut still didt reach home
",0
"happy new years melody
",0
"back in brum thanks for putting us up and keeping us all and happy see you soon 
",0
"hello damn this christmas thing i think i have decided to keep this mp3 that doesnt work
",0
"lmao ok i wont be needing u to do my hair anymore
",0
"ill see if i can swing by in a bit got some things to take care of here firsg
",0
"loan for any purpose £500  £75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help
",1
"see you then were all christmassy here
",0
"evening  v good if somewhat event laden will fill you in dont you worry … head  ok but throat  wrecked see you at six then
",0
"valentines day special win over £1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201
",1
"u repeat e instructions again wats e road name of ur house
",0
"awesome question with a cute answer someone asked a boy how is ur life   he smiled amp answered   she is fine gudnite
",0
"call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only
",1
"do not b late love mum
",0
"anything lor is she coming
",0
"long beach lor expected u having dinner now
",0
"aight what time you want me to come up
",0
"boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more
",1
"ok both our days so what are you making for dinner tonite am i invited
",0
"thanx 4 puttin da fone down on me
",0
"lol great now im getting hungry
",0
"how much would it cost to hire a hitman
",0
"another month i need chocolate weed and alcohol
",0
"free camera phones with linerental from 449month with 750 cross ntwk mins 12 price txt bundle deals also avble call 08001950382 or call2optoutj mf
",1
"this is my number by vivek
",0
"i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay
",0
"have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning
",0
"do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
",0
"hm good morning headache anyone 
",0
"kkhow much does it cost
",0
"okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right
",0
"urgent your 4 costa del sol holiday or £5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost£150pm max10mins
",1
"thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy
",0
"hui xin is in da lib
",0
"you are a very very very very bad girl or lady
",0
"vikky come around  lttimegt 
",0
"ok pa nothing problem
",0
"badrith is only for chennaii will surely pick for usno competition for him
",0
"have a good evening ttyl
",0
"sorry ill call later
",0
"wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston
",0
"yup n her fren lor im meeting my fren at 730
",0
"then we wait 4 u lor no need 2 feel bad lar
",0
"haha hope ü can hear the receipt sound gd luck
",0
"reading gud habit nan bari hudgi yorge pataistha ertini kano
",0
"i want to send something that can sell fast  ltgt k is not easy money
",0
"sorry ill call later in meeting
",0
"thx all will be well in a few months
",0
"moji just informed me that you saved our lives thanks
",0
"sorry ill call later
",0
"can you pls send me that company name in saibaba colany
",0
"just arrived see you in a couple days lt3
",0
"in the end she might still vomit but its okay not everything will come out
",0
"all these nice new shirts and the only thing i can wear them to is nudist themed  you in mu
",0
"princess i like to make love  ltgt  times per night hope thats not a problem
",0
"it took mr owl 3 licks
",0
"where u been hiding stranger
",0
"i‘ll have a look at the frying pan in case it‘s cheap or a book perhaps no that‘s silly a frying pan isn‘t likely to be a book
",0
"your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
",0
"i need to come home and give you some good lovin
",0
"imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left  but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you  enjoy my cuck
",0
"did you hear about the new divorce barbie it comes with all of kens stuff
",1
"do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like 5 times
",0
"that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem
",0
"why nothing ok anyway give me treat
",0
"check with nuerologist
",0
"5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
",1
"well im gonna finish my bath now have a goodfine night
",0
"reason is if the team budget is available at last they buy the unsold players for at base rate
",0
"why you keeping me away like this
",0
"say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it
",0
"sent me ur email id soon
",0
"we are hoping to get away by 7 from langport you still up for town tonight
",0
"alright were all set here text the man
",0
"sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630
",0
"cool i am  ltgt  inches long hope you like them big
",0
"im putting it on now it should be ready for  lttimegt 
",0
"cheers for callin babesozi culdnt talkbut i wannatell u details later wenwecan chat properly x
",0
"wot student discount can u get on books
",0
"i know you mood off today
",0
"cool ill text you in a few
",0
"good night my dear sleepwellamptake care
",0
"hey gorgeous man my work mobile number is have a good one babe squishy mwahs
",0
"urgent we are trying to contact u todays draw shows that you have won a £800 prize guaranteed call 09050003091 from land line claim c52 valid12hrs only
",1
"lol or i could just starve and lose a pound by the end of the day
",0
"did u got that persons story
",0
"dont worry  is easy once have ingredients
",0
"did u got that persons story
",0
"urgent your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm
",1
"yun ahthe ubi one say if ü wan call by tomorrowcall 67441233 look for ireneere only got bus822656166382 ubi cresubi tech park6ph for 1st 5wkg daysèn
",0
"i had askd u a question some hours before its answer
",0
"free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870
",1
"im in a meeting call me later at
",0
"4mths half price orange line rental  latest camera phones 4 free had your phone 11mths  call mobilesdirect free on 08000938767 to update now or2stoptxt
",1
"no rushing im not working im in school so if we rush we go hungry
",0
"fffff can you text kadeem or are you too far gone
",0
"customer place i wil cal u sir
",0
"sorry  mail  
",0
"take care and sleep wellyou need to learn to change in lifeyou only need to get convinced on thati will wait but no more conversations between usget convinced by that timeyour family is over for you in many sensesrespect them but not overemphasiseor u have no role in my life
",0
" came to look at the flat seems ok in his 50s  is away alot wiv work got woman coming at 630 too
",0
"you could have seen mei didt recognise you face
",0
"rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it
",0
"i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon
",0
"im home ard wat time will u reach
",0
"that‘s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it
",0
"helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng
",0
"love has one law make happy the person you love in the same way friendship has one law never make ur friend feel alone until you are alive gud night
",0
"meanwhile in the shit suite xavier decided to give us  ltgt  seconds of warning that samantha was coming over and is playing jays guitar to impress her or some shit also i dont think doug realizes i dont live here anymore
",0
"oops  am at my mums in somerset bit far back tomo see you soon x
",0
